id	claim	source_url	source_locator	status
05-art77-scope	From 18 February 2027 each LMT battery, EV battery and industrial battery above 2 kWh placed on the market or put into service requires a battery passport with model and individual-battery data.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-art77-scope.txt — Article 77(1)-(2), PDF pages 82-83	checked-by:codex:2026-09-03
05-qr-rule	From 18 February 2027 covered batteries require a QR code leading to the passport; it must be visible, legible and indelible on the battery, or on packaging and accompanying documents where battery marking is impossible or unwarranted because of the battery's nature and size. The QR links to a placing-operator-assigned unique identifier and both must comply with the listed ISO/IEC 15459 family or equivalent.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-qr-rule.txt — Articles 13(6)-(7) and 77(3), PDF pages 24 and 83	checked-by:codex:2026-09-03
05-second-life-transfer	For reused, repurposed or remanufactured batteries, passport responsibility transfers to the new placing operator and a new passport must link to the original passport(s); new status markings are also required.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-second-life-transfer.txt — Articles 13(9) and 77(7), PDF pages 24 and 84	checked-by:codex:2026-09-03
05-art45-second-life	Operators placing reused, repurposed or remanufactured batteries must ensure examination, performance testing, packing and shipment follow adequate quality-control and safety instructions, and must ensure the batteries comply with the applicable rules.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-art45-second-life.txt — Article 45(1)-(2), PDF page 44	checked-by:codex:2026-09-03
05-operator-responsibility	The placing operator remains responsible for accurate, complete and current passport data even when another operator is authorised, and passport information must use open, interoperable, machine-readable formats without vendor lock-in.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-operator-responsibility.txt — Article 77(4)-(5), PDF page 84	checked-by:codex:2026-09-03
05-art78-controls	Article 78 requires role-based access, continued availability, authentication, integrity, security/privacy and restricted processor reuse.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-art78-controls.txt — Article 78(a)-(h), PDF page 85	checked-by:codex:2026-09-03
05-bms-access	Since 18 August 2024 stationary BESS, LMT and EV batteries must contain current health/lifetime parameters in the BMS, with read-only access for purchasers and third parties acting on their behalf for specified purposes including valuation and repurposing.	https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A02023R1542-20250731	excerpts/05-bms-access.txt — Article 14(1)-(2), PDF page 25	checked-by:codex:2026-09-03
05-registry-live	The EU DPP Registry went live on 20 July 2026 with a testing environment; it stores identifiers/registration data while complete passport information is stored by the operator or provider.	https://single-market-economy.ec.europa.eu/single-market/digital-product-passport_en	excerpts/05-registry-live.txt — DPP Registry, timeline, workflow and 20 July 2026 launch notice	checked-by:codex:2026-09-03
05-71-points	The Commission's August 2026 battery guidance organises 71 data points by category and expressly says the guidance is non-authoritative and creates no new requirements.	https://single-market-economy.ec.europa.eu/news/guidance-support-preparations-digital-batteries-passport-2026-08-21_en	excerpts/05-71-points.txt — overview and “How to use the guidance”	checked-by:codex:2026-09-03
05-pending-rules	As fetched on 3 September 2026, the Commission's indicative timeline scheduled two remaining DPP standards for September 2026, battery access-rights rules for Q4 2026 and service-provider delegated requirements for 2027.	https://single-market-economy.ec.europa.eu/single-market/digital-product-passport_en	excerpts/05-pending-rules.txt — DPP timeline	checked-by:codex:2026-09-03
05-espr-framework	ESPR uses product-specific delegated acts for concrete DPP requirements; the Commission says operators receive at least an 18-month transition after such an act.	https://single-market-economy.ec.europa.eu/single-market/digital-product-passport_en	excerpts/05-espr-framework.txt — Legal basis and DPP timeline	checked-by:codex:2026-09-03
05-espr-priorities	The Commission's 2025-2030 working plan prioritises steel, aluminium, textiles/apparel, furniture, tyres and mattresses among other measures/products.	https://green-forum.ec.europa.eu/news/2025-2030-working-plan-2025-07-11_en	excerpts/05-espr-priorities.txt — working-plan summary	checked-by:codex:2026-09-03
